sido,gu,dong,lat,lng
서울특별시,강남구,,37.517,127.047
서울특별시,강남구,신사동,37.523807,127.026492
서울특별시,강남구,논현1동,37.511498,127.028552
서울특별시,강남구,논현2동,37.517353,127.037164
서울특별시,강남구,압구정동,37.530734,127.028461
서울특별시,강남구,청담동,37.524399,127.050457
서울특별시,강남구,삼성1동,37.514315,127.062824
서울특별시,강남구,삼성2동,37.511399,127.046255
서울특별시,강남구,대치1동,37.493236,127.056687
서울특별시,강남구,대치2동,37.502252,127.064162
서울특별시,강남구,대치4동,37.49975,127.057747
서울특별시,강남구,역삼1동,37.495361,127.033058
서울특별시,강남구,역삼2동,37.49604,127.04679
서울특별시,강남구,도곡1동,37.490945,127.038475
서울특별시,강남구,도곡2동,37.483818,127.046346
서울특별시,강남구,개포1동,37.481925,127.057439
서울특별시,강남구,개포2동,37.489766,127.069056
서울특별시,강남구,개포4동,37.478833,127.051599
서울특별시,강남구,세곡동,37.464369,127.104583
서울특별시,강남구,일원본동,37.48336,127.08648
서울특별시,강남구,일원1동,37.491887,127.087982
서울특별시,강남구,일원2동,37.492172,127.073696
서울특별시,강남구,수서동,37.485881,127.096706
서울특별시,강남구,역삼동,37.500335,127.037596
서울특별시,강남구,개포동,37.47826,127.052024
서울특별시,강남구,청담동,37.523404,127.046858
서울특별시,강남구,삼성동,37.512792,127.053085
서울특별시,강남구,대치동,37.501711,127.057851
서울특별시,강남구,신사동,37.522893,127.028589
서울특별시,강남구,논현동,37.513093,127.031353
서울특별시,강남구,압구정동,37.528752,127.031766
서울특별시,강남구,세곡동,37.466494,127.103021
서울특별시,강남구,자곡동,37.476796,127.100387
서울특별시,강남구,율현동,37.47145,127.107251
서울특별시,강남구,일원동,37.491326,127.083799
서울특별시,강남구,수서동,37.485767,127.098137
서울특별시,강남구,도곡동,37.486509,127.040738
서울특별시,강동구,,37.53,127.146
서울특별시,강동구,강일동,37.567438,127.173364
서울특별시,강동구,상일동,37.550583,127.168797
서울특별시,강동구,명일제1동,37.53012,127.123858
서울특별시,강동구,명일제2동,37.53012,127.123858
서울특별시,강동구,고덕제1동,37.53012,127.123858
서울특별시,강동구,고덕제2동,37.53012,127.123858
서울특별시,강동구,암사제1동,37.53012,127.123858
서울특별시,강동구,암사제2동,37.53012,127.123858
서울특별시,강동구,암사제3동,37.53012,127.123858
서울특별시,강동구,천호제1동,37.53012,127.123858
서울특별시,강동구,천호제2동,37.53012,127.123858
서울특별시,강동구,천호제3동,37.53012,127.123858
서울특별시,강동구,성내제1동,37.53012,127.123858
서울특별시,강동구,성내제2동,37.53012,127.123858
서울특별시,강동구,성내제3동,37.53012,127.123858
서울특별시,강동구,길동,37.539616,127.145914
서울특별시,강동구,둔촌제1동,37.53012,127.123858
서울특별시,강동구,둔촌제2동,37.53012,127.123858
서울특별시,강동구,명일동,37.549276,127.147555
서울특별시,강동구,고덕동,37.561068,127.160582
서울특별시,강동구,상일동,37.54822,127.17063
서울특별시,강동구,길동,37.539123,127.143163
서울특별시,강동구,둔촌동,37.531157,127.142891
서울특별시,강동구,암사동,37.552497,127.13301
서울특별시,강동구,성내동,37.531338,127.129174
서울특별시,강동구,천호동,37.543676,127.131748
서울특별시,강동구,강일동,37.569204,127.17162
서울특별시,강북구,,37.639,127.025
서울특별시,강북구,삼양동,37.627368,127.0183
서울특별시,강북구,미아동,37.621106,127.023865
서울특별시,강북구,송중동,37.616062,127.033819
서울특별시,강북구,송천동,37.618268,127.023845
서울특별시,강북구,삼각산동,37.616702,127.017511
서울특별시,강북구,번1동,37.637825,127.028802
서울특별시,강북구,번2동,37.632572,127.038693
서울특별시,강북구,번3동,37.625852,127.046619
서울특별시,강북구,수유1동,37.630309,127.017684
서울특별시,강북구,수유2동,37.644753,127.019941
서울특별시,강북구,수유3동,37.638832,127.023089
서울특별시,강북구,우이동,37.663286,127.000508
서울특별시,강북구,인수동,37.641485,127.010591
서울특별시,강북구,미아동,37.621298,127.024902
서울특별시,강북구,번동,37.635123,127.032072
서울특별시,강북구,수유동,37.639388,127.017183
서울특별시,강북구,우이동,37.658785,127.01119
서울특별시,강서구,,37.558,126.822
서울특별시,강서구,염창동,37.554552,126.871764
서울특별시,강서구,등촌제1동,37.550968,126.849614
서울특별시,강서구,등촌제2동,37.550968,126.849614
서울특별시,강서구,등촌제3동,37.550968,126.849614
서울특별시,강서구,화곡제1동,37.550968,126.849614
서울특별시,강서구,화곡제2동,37.550968,126.849614
서울특별시,강서구,화곡제3동,37.550968,126.849614
서울특별시,강서구,화곡제4동,37.550968,126.849614
서울특별시,강서구,화곡본동,37.544092,126.847626
서울특별시,강서구,화곡제6동,37.550968,126.849614
서울특별시,강서구,화곡제8동,37.550968,126.849614
서울특별시,강서구,가양제1동,37.550968,126.849614
서울특별시,강서구,가양제2동,37.550968,126.849614
서울특별시,강서구,가양제3동,37.550968,126.849614
서울특별시,강서구,발산제1동,37.550968,126.849614
서울특별시,강서구,우장산동,37.548198,126.841792
서울특별시,강서구,공항동,37.554779,126.810453
서울특별시,강서구,방화제1동,37.550968,126.849614
서울특별시,강서구,방화제2동,37.550968,126.849614
서울특별시,강서구,방화제3동,37.550968,126.849614
서울특별시,강서구,염창동,37.551366,126.8713
서울특별시,강서구,등촌동,37.551325,126.858411
서울특별시,강서구,화곡동,37.538358,126.847336
서울특별시,강서구,가양동,37.568238,126.845059
서울특별시,강서구,마곡동,37.566092,126.830395
서울특별시,강서구,내발산동,37.552616,126.83573
서울특별시,강서구,외발산동,37.546721,126.821871
서울특별시,강서구,공항동,37.558805,126.813297
서울특별시,강서구,방화동,37.569138,126.812192
서울특별시,강서구,개화동,37.582069,126.801198
서울특별시,강서구,과해동,37.560661,126.794953
서울특별시,강서구,오곡동,37.554615,126.775768
서울특별시,강서구,오쇠동,37.541148,126.796575
서울특별시,관악구,,37.478,126.951
서울특별시,관악구,보라매동,37.488208,126.932761
서울특별시,관악구,청림동,37.491928,126.958841
서울특별시,관악구,성현동,37.489708,126.948322
서울특별시,관악구,행운동,37.480738,126.95695
서울특별시,관악구,낙성대동,37.476281,126.958369
서울특별시,관악구,청룡동,37.479143,126.941675
서울특별시,관악구,은천동,37.485376,126.942503
서울특별시,관악구,중앙동,37.484016,126.949645
서울특별시,관악구,인헌동,37.475126,126.965259
서울특별시,관악구,남현동,37.464115,126.977754
서울특별시,관악구,서원동,37.479662,126.931311
서울특별시,관악구,신원동,37.481698,126.927268
서울특별시,관악구,서림동,37.475037,126.934972
서울특별시,관악구,신사동,37.485479,126.918044
서울특별시,관악구,신림동,37.463204,126.935795
서울특별시,관악구,난향동,37.461554,126.918807
서울특별시,관악구,조원동,37.482592,126.907808
서울특별시,관악구,대학동,37.470593,126.936855
서울특별시,관악구,삼성동,37.470135,126.933007
서울특별시,관악구,미성동,37.476348,126.915677
서울특별시,관악구,난곡동,37.471024,126.921689
서울특별시,관악구,봉천동,37.482717,126.949951
서울특별시,관악구,신림동,37.476412,126.925691
서울특별시,관악구,남현동,37.474116,126.976721
서울특별시,광진구,,37.5381,127.0853
서울특별시,광진구,화양동,37.54325,127.073393
서울특별시,광진구,군자동,37.553038,127.073657
서울특별시,광진구,중곡제1동,37.53821,127.082191
서울특별시,광진구,중곡제2동,37.53821,127.082191
서울특별시,광진구,중곡제3동,37.53821,127.082191
서울특별시,광진구,중곡제4동,37.53821,127.082191
서울특별시,광진구,능동,37.550578,127.081722
서울특별시,광진구,광장동,37.547835,127.104695
서울특별시,광진구,자양제1동,37.53821,127.082191
서울특별시,광진구,자양제2동,37.53821,127.082191
서울특별시,광진구,자양제3동,37.53821,127.082191
서울특별시,광진구,자양제4동,37.53821,127.082191
서울특별시,광진구,구의제1동,37.53821,127.082191
서울특별시,광진구,구의제2동,37.53821,127.082191
서울특별시,광진구,구의제3동,37.53821,127.082191
서울특별시,광진구,중곡동,37.561882,127.084745
서울특별시,광진구,능동,37.553729,127.082381
서울특별시,광진구,구의동,37.544655,127.089493
서울특별시,광진구,광장동,37.546992,127.103926
서울특별시,광진구,자양동,37.534692,127.074327
서울특별시,광진구,화양동,37.544427,127.070047
서울특별시,광진구,군자동,37.553878,127.073516
서울특별시,구로구,,37.495,126.887
서울특별시,구로구,신도림동,37.509951,126.882174
서울특별시,구로구,구로제1동,37.49565,126.887771
서울특별시,구로구,구로제2동,37.49565,126.887771
서울특별시,구로구,구로제3동,37.49565,126.887771
서울특별시,구로구,구로제4동,37.49565,126.887771
서울특별시,구로구,구로제5동,37.49565,126.887771
서울특별시,구로구,가리봉동,37.482704,126.888019
서울특별시,구로구,고척제1동,37.49565,126.887771
서울특별시,구로구,고척제2동,37.49565,126.887771
서울특별시,구로구,개봉제1동,37.49565,126.887771
서울특별시,구로구,개봉제2동,37.49565,126.887771
서울특별시,구로구,개봉제3동,37.49565,126.887771
서울특별시,구로구,오류제1동,37.49565,126.887771
서울특별시,구로구,오류제2동,37.49565,126.887771
서울특별시,구로구,수궁동,37.493837,126.831527
서울특별시,구로구,신도림동,37.509454,126.880425
서울특별시,구로구,구로동,37.4929,126.886427
서울특별시,구로구,가리봉동,37.482944,126.888062
서울특별시,구로구,고척동,37.50356,126.855829
서울특별시,구로구,개봉동,37.49497,126.851409
서울특별시,구로구,오류동,37.494129,126.840746
서울특별시,구로구,궁동,37.49687,126.831303
서울특별시,구로구,온수동,37.493507,126.820255
서울특별시,구로구,천왕동,37.482016,126.841789
서울특별시,구로구,항동,37.484059,126.82298
서울특별시,금천구,,37.456,126.901
서울특별시,금천구,가산동,37.476681,126.883767
서울특별시,금천구,독산제1동,37.456979,126.895656
서울특별시,금천구,독산제2동,37.456979,126.895656
서울특별시,금천구,독산제3동,37.456979,126.895656
서울특별시,금천구,독산제4동,37.456979,126.895656
서울특별시,금천구,시흥제1동,37.456979,126.895656
서울특별시,금천구,시흥제2동,37.456979,126.895656
서울특별시,금천구,시흥제3동,37.456979,126.895656
서울특별시,금천구,시흥제4동,37.456979,126.895656
서울특별시,금천구,시흥제5동,37.456979,126.895656
서울특별시,금천구,가산동,37.477598,126.888291
서울특별시,금천구,독산동,37.469371,126.901246
서울특별시,금천구,시흥동,37.453325,126.906222
서울특별시,노원구,,37.654,127.082
서울특별시,노원구,월계1동,37.619919,127.062984
서울특별시,노원구,월계2동,37.63251,127.051031
서울특별시,노원구,월계3동,37.620949,127.069054
서울특별시,노원구,공릉1동,37.624843,127.07382
서울특별시,노원구,공릉2동,37.621268,127.083357
서울특별시,노원구,하계1동,37.640485,127.072685
서울특별시,노원구,하계2동,37.632123,127.068053
서울특별시,노원구,중계본동,37.647853,127.080401
서울특별시,노원구,중계1동,37.652551,127.077488
서울특별시,노원구,중계4동,37.658763,127.077989
서울특별시,노원구,중계2.3동,37.64204,127.068711
서울특별시,노원구,상계1동,37.679855,127.05502
서울특별시,노원구,상계2동,37.65886,127.068479
서울특별시,노원구,상계3.4동,37.672624,127.08302
서울특별시,노원구,상계5동,37.662994,127.06947
서울특별시,노원구,상계6.7동,37.654919,127.066919
서울특별시,노원구,상계8동,37.666726,127.051548
서울특별시,노원구,상계9동,37.66449,127.063818
서울특별시,노원구,상계10동,37.661245,127.060243
서울특별시,노원구,월계동,37.622192,127.05865
서울특별시,노원구,공릉동,37.623601,127.077388
서울특별시,노원구,하계동,37.63689,127.073145
서울특별시,노원구,상계동,37.6671,127.072189
서울특별시,노원구,중계동,37.646989,127.082411
서울특별시,도봉구,,37.665,127.047
서울특별시,도봉구,창제1동,37.668639,127.047364
서울특별시,도봉구,창제2동,37.668639,127.047364
서울특별시,도봉구,창제3동,37.668639,127.047364
서울특별시,도봉구,창제4동,37.668639,127.047364
서울특별시,도봉구,창제5동,37.668639,127.047364
서울특별시,도봉구,도봉제1동,37.668639,127.047364
서울특별시,도봉구,도봉제2동,37.668639,127.047364
서울특별시,도봉구,쌍문제1동,37.668639,127.047364
서울특별시,도봉구,쌍문제2동,37.668639,127.047364
서울특별시,도봉구,쌍문제3동,37.668639,127.047364
서울특별시,도봉구,쌍문제4동,37.668639,127.047364
서울특별시,도봉구,방학제1동,37.668639,127.047364
서울특별시,도봉구,방학제2동,37.668639,127.047364
서울특별시,도봉구,방학제3동,37.668639,127.047364
서울특별시,도봉구,쌍문동,37.652731,127.02871
서울특별시,도봉구,방학동,37.666224,127.03665
서울특별시,도봉구,창동,37.64344,127.039413
서울특별시,도봉구,도봉동,37.678103,127.043249
서울특별시,동대문구,,37.574,127.039
서울특별시,동대문구,용신동,37.575868,127.037305
서울특별시,동대문구,제기동,37.583778,127.037226
서울특별시,동대문구,전농제1동,37.574428,127.039712
서울특별시,동대문구,전농제2동,37.574428,127.039712
서울특별시,동대문구,답십리제1동,37.57097,127.056703
서울특별시,동대문구,답십리제2동,37.57097,127.056703
서울특별시,동대문구,장안제1동,37.574428,127.039712
서울특별시,동대문구,장안제2동,37.574428,127.039712
서울특별시,동대문구,청량리동,37.588799,127.04528
서울특별시,동대문구,회기동,37.593733,127.051434
서울특별시,동대문구,휘경제1동,37.574428,127.039712
서울특별시,동대문구,휘경제2동,37.574428,127.039712
서울특별시,동대문구,이문제1동,37.574428,127.039712
서울특별시,동대문구,이문제2동,37.574428,127.039712
서울특별시,동대문구,신설동,37.575204,127.026023
서울특별시,동대문구,용두동,37.576328,127.034621
서울특별시,동대문구,제기동,37.584134,127.03796
서울특별시,동대문구,전농동,37.579797,127.053848
서울특별시,동대문구,답십리동,37.569883,127.056757
서울특별시,동대문구,장안동,37.570749,127.068233
서울특별시,동대문구,청량리동,37.586643,127.044621
서울특별시,동대문구,회기동,37.591447,127.051971
서울특별시,동대문구,휘경동,37.589592,127.061228
서울특별시,동대문구,이문동,37.598851,127.062465
서울특별시,동작구,,37.512,126.966
서울특별시,동작구,노량진제1동,37.512462,126.939485
서울특별시,동작구,노량진제2동,37.512462,126.939485
서울특별시,동작구,상도제1동,37.512462,126.939485
서울특별시,동작구,상도제2동,37.512462,126.939485
서울특별시,동작구,상도제3동,37.512462,126.939485
서울특별시,동작구,상도제4동,37.512462,126.939485
서울특별시,동작구,흑석동,37.505492,126.962317
서울특별시,동작구,사당제1동,37.512462,126.939485
서울특별시,동작구,사당제2동,37.512462,126.939485
서울특별시,동작구,사당제3동,37.512462,126.939485
서울특별시,동작구,사당제4동,37.512462,126.939485
서울특별시,동작구,사당제5동,37.512462,126.939485
서울특별시,동작구,대방동,37.506879,126.927994
서울특별시,동작구,신대방제1동,37.512462,126.939485
서울특별시,동작구,신대방제2동,37.512462,126.939485
서울특별시,동작구,노량진동,37.510162,126.940418
서울특별시,동작구,상도동,37.499206,126.940385
서울특별시,동작구,상도1동,37.502889,126.950645
서울특별시,동작구,본동,37.511491,126.954336
서울특별시,동작구,흑석동,37.505964,126.962578
서울특별시,동작구,동작동,37.496605,126.980985
서울특별시,동작구,사당동,37.483974,126.974999
서울특별시,동작구,대방동,37.504791,126.927862
서울특별시,동작구,신대방동,37.492678,126.917721
서울특별시,마포구,,37.563,126.908
서울특별시,마포구,아현동,37.554474,126.956308
서울특별시,마포구,공덕동,37.548092,126.954994
서울특별시,마포구,도화동,37.539758,126.950007
서울특별시,마포구,용강동,37.541502,126.940443
서울특별시,마포구,대흥동,37.549807,126.943177
서울특별시,마포구,염리동,37.549096,126.947307
서울특별시,마포구,신수동,37.548524,126.936813
서울특별시,마포구,서강동,37.54778,126.932218
서울특별시,마포구,서교동,37.553838,126.918765
서울특별시,마포구,합정동,37.547027,126.909029
서울특별시,마포구,망원제1동,37.566404,126.901763
서울특별시,마포구,망원제2동,37.566404,126.901763
서울특별시,마포구,연남동,37.563027,126.921519
서울특별시,마포구,성산제1동,37.566404,126.901763
서울특별시,마포구,성산제2동,37.566404,126.901763
서울특별시,마포구,상암동,37.570748,126.87984
서울특별시,마포구,아현동,37.555483,126.955998
서울특별시,마포구,공덕동,37.548828,126.959006
서울특별시,마포구,신공덕동,37.544374,126.956854
서울특별시,마포구,도화동,37.539966,126.95
서울특별시,마포구,용강동,37.541967,126.940414
서울특별시,마포구,토정동,37.54035,126.940474
서울특별시,마포구,마포동,37.537003,126.945323
서울특별시,마포구,대흥동,37.551055,126.943731
서울특별시,마포구,염리동,37.551546,126.947279
서울특별시,마포구,노고산동,37.554402,126.938556
서울특별시,마포구,신수동,37.547351,126.937074
서울특별시,마포구,현석동,37.54384,126.933903
서울특별시,마포구,구수동,37.545679,126.932695
서울특별시,마포구,창전동,37.550966,126.929835
서울특별시,마포구,상수동,37.547431,126.922946
서울특별시,마포구,하중동,37.54575,126.928674
서울특별시,마포구,신정동,37.54421,126.930866
서울특별시,마포구,당인동,37.54625,126.920245
서울특별시,마포구,서교동,37.55391,126.918985
서울특별시,마포구,동교동,37.55765,126.925663
서울특별시,마포구,합정동,37.549046,126.911558
서울특별시,마포구,망원동,37.55662,126.903976
서울특별시,마포구,연남동,37.562962,126.921783
서울특별시,마포구,성산동,37.563317,126.91087
서울특별시,마포구,중동,37.5704,126.907656
서울특별시,마포구,상암동,37.577131,126.893488
서울특별시,서대문구,,37.579,126.936
서울특별시,서대문구,천연동,37.567945,126.959437
서울특별시,서대문구,북아현동,37.562431,126.954397
서울특별시,서대문구,충현동,37.56483,126.954715
서울특별시,서대문구,신촌동,37.56555,126.941382
서울특별시,서대문구,연희동,37.571987,126.932812
서울특별시,서대문구,홍제제1동,37.579213,126.936773
서울특별시,서대문구,홍제제3동,37.579213,126.936773
서울특별시,서대문구,홍제제2동,37.579213,126.936773
서울특별시,서대문구,홍은제1동,37.579213,126.936773
서울특별시,서대문구,홍은제2동,37.579213,126.936773
서울특별시,서대문구,남가좌제1동,37.579213,126.936773
서울특별시,서대문구,남가좌제2동,37.579213,126.936773
서울특별시,서대문구,북가좌제1동,37.579213,126.936773
서울특별시,서대문구,북가좌제2동,37.579213,126.936773
서울특별시,서대문구,충정로2가,37.565192,126.964529
서울특별시,서대문구,충정로3가,37.562611,126.961351
서울특별시,서대문구,합동,37.561567,126.966566
서울특별시,서대문구,미근동,37.563162,126.967026
서울특별시,서대문구,냉천동,37.567257,126.96389
서울특별시,서대문구,천연동,37.568285,126.960571
서울특별시,서대문구,옥천동,37.569686,126.96089
서울특별시,서대문구,영천동,37.570759,126.96046
서울특별시,서대문구,현저동,37.576486,126.95422
서울특별시,서대문구,북아현동,37.561666,126.95617
서울특별시,서대문구,홍제동,37.588734,126.946107
서울특별시,서대문구,대현동,37.558086,126.944504
서울특별시,서대문구,대신동,37.566438,126.945199
서울특별시,서대문구,신촌동,37.568134,126.946792
서울특별시,서대문구,봉원동,37.569952,126.947063
서울특별시,서대문구,창천동,37.558584,126.934113
서울특별시,서대문구,연희동,37.570389,126.929628
서울특별시,서대문구,홍은동,37.59156,126.938775
서울특별시,서대문구,북가좌동,37.580344,126.912261
서울특별시,서대문구,남가좌동,37.577538,126.922311
서울특별시,서초구,,37.483,127.007
서울특별시,서초구,서초1동,37.490077,127.019534
서울특별시,서초구,서초2동,37.492051,127.025083
서울특별시,서초구,서초3동,37.483594,127.012518
서울특별시,서초구,서초4동,37.502624,127.022175
서울특별시,서초구,잠원동,37.515102,127.009083
서울특별시,서초구,반포본동,37.50049,126.986012
서울특별시,서초구,반포1동,37.505136,127.013354
서울특별시,서초구,반포2동,37.504644,126.994495
서울특별시,서초구,반포3동,37.512027,127.005572
서울특별시,서초구,반포4동,37.498651,126.995469
서울특별시,서초구,방배본동,37.494151,126.988688
서울특별시,서초구,방배1동,37.483406,126.994486
서울특별시,서초구,방배2동,37.479887,126.985499
서울특별시,서초구,방배3동,37.480255,126.999028
서울특별시,서초구,방배4동,37.489624,126.991383
서울특별시,서초구,양재1동,37.471701,127.02675
서울특별시,서초구,양재2동,37.47062,127.041076
서울특별시,서초구,내곡동,37.458154,127.076727
서울특별시,서초구,방배동,37.484677,126.989955
서울특별시,서초구,양재동,37.474839,127.041717
서울특별시,서초구,우면동,37.466629,127.021892
서울특별시,서초구,원지동,37.446848,127.053774
서울특별시,서초구,잠원동,37.513667,127.016166
서울특별시,서초구,반포동,37.502816,127.010493
서울특별시,서초구,서초동,37.488514,127.016222
서울특별시,서초구,내곡동,37.456881,127.074171
서울특별시,서초구,염곡동,37.462035,127.052837
서울특별시,서초구,신원동,37.447112,127.058841
서울특별시,성동구,,37.5501,127.0416
서울특별시,성동구,왕십리제2동,37.563386,127.037047
서울특별시,성동구,왕십리도선동,37.56598,127.031444
서울특별시,성동구,마장동,37.567363,127.040731
서울특별시,성동구,사근동,37.558904,127.047597
서울특별시,성동구,행당제1동,37.563386,127.037047
서울특별시,성동구,행당제2동,37.563386,127.037047
서울특별시,성동구,응봉동,37.550935,127.033903
서울특별시,성동구,금호1가동,37.553509,127.023661
서울특별시,성동구,금호2.3가동,37.549549,127.019842
서울특별시,성동구,금호4가동,37.545404,127.024129
서울특별시,성동구,옥수동,37.540788,127.020624
서울특별시,성동구,성수1가제1동,37.543511,127.042746
서울특별시,성동구,성수1가제2동,37.543511,127.042746
서울특별시,성동구,성수2가제1동,37.540855,127.056517
서울특별시,성동구,성수2가제3동,37.540855,127.056517
서울특별시,성동구,송정동,37.553181,127.062066
서울특별시,성동구,용답동,37.56147,127.056348
서울특별시,성동구,상왕십리동,37.569332,127.025349
서울특별시,성동구,하왕십리동,37.562462,127.029586
서울특별시,성동구,홍익동,37.566144,127.032921
서울특별시,성동구,도선동,37.563897,127.033258
서울특별시,성동구,마장동,37.567305,127.039084
서울특별시,성동구,사근동,37.561371,127.046789
서울특별시,성동구,행당동,37.559076,127.035869
서울특별시,성동구,응봉동,37.551169,127.031462
서울특별시,성동구,금호동1가,37.554697,127.023412
서울특별시,성동구,금호동2가,37.552482,127.020133
서울특별시,성동구,금호동3가,37.549504,127.021812
서울특별시,성동구,금호동4가,37.547468,127.02006
서울특별시,성동구,옥수동,37.542764,127.014662
서울특별시,성동구,성수동1가,37.544661,127.046772
서울특별시,성동구,성수동2가,37.541123,127.056125
서울특별시,성동구,송정동,37.552124,127.067652
서울특별시,성동구,용답동,37.564354,127.052795
서울특별시,성북구,,37.606,127.016
서울특별시,성북구,성북동,37.597248,126.992899
서울특별시,성북구,삼선동,37.590836,127.01467
서울특별시,성북구,동선동,37.593984,127.020426
서울특별시,성북구,돈암제1동,37.58944,127.016817
서울특별시,성북구,돈암제2동,37.58944,127.016817
서울특별시,성북구,안암동,37.585892,127.021381
서울특별시,성북구,보문동,37.58038,127.022857
서울특별시,성북구,정릉제1동,37.58944,127.016817
서울특별시,성북구,정릉제2동,37.58944,127.016817
서울특별시,성북구,정릉제3동,37.58944,127.016817
서울특별시,성북구,정릉제4동,37.58944,127.016817
서울특별시,성북구,길음제1동,37.58944,127.016817
서울특별시,성북구,길음제2동,37.58944,127.016817
서울특별시,성북구,종암동,37.597176,127.033894
서울특별시,성북구,월곡제1동,37.58944,127.016817
서울특별시,성북구,월곡제2동,37.58944,127.016817
